Score,Text
5,"The reason why I ordered this on-line is because the only Pop Chips they have in my store are the regular and salt and vinegar & barbeque.  I LOVE the sour cream and onion ones - actually I love ALL of them, but it's great to have them in the 100 calorie bag, because if they weren't I wouldn't be able to stop eating them."
5,I love these chips...and my husband does too. He wipes them out before I can get to them. The variety pack is a great way to determine which flavor you like. They are packaged well and always fresh. The bag contains a generous portion. I've purchased many times and am never dissapointed.
5,"This is a great chip replacement! Wow all the flavors are terrific,good with a sandwich, soup, or just a late night snack!"
5,Pop Chips are the best chips I've had in a long time.  I'm a Weight Watcher and to satisfy that salty craving I get now and then these chips are the ticket and they are only 2 points.  And when I buy a case of them they average I think about .94.  Not bad.
5,"loved the assortment pack. everyone in family loves them.  low fat, lower calorie and all natural, simple snack for kid's lunch bags. It is peanut and tree nut free (safe for allergy kids) and although it is made on equipment shared with wheat, I bought this for my child who is on an wheat limiting diet."
5,"I am a chip addict and these are by far some of the tastiest, non-homemade chips I've ever had. Plus they're healthy! Only problem is I can't decide which flavor is my favorite."
5,"I love these chips. They are excellent! On the Weight Watchers plan they are only 2 points per bag which is GREAT for potatoe chips. LOVE the single serving bags for portion control. Also love Amazon.com for selling them. Can't find them in the stores. I will be ordering these forever. Great product.<a href=""http://www.amazon.com/gp/product/B001RVFDOO"">Popchips 6-Flavor Variety Pack of 24 [Amazon Frustration-Free Packaging</a>]"
5,"I love these chips and they are a perfect low fat snack to keep me held over through my day.  The only thing bad about the Amazon price is they are about $20 for a 24 pack.  That is 80 cents each.  Sadly I discovered this great snack at work in the vending machine - for 75 cents.  I would expect to buy them for .50 a pack if I have to buy 24 and not from a vending machine.  I highly recommend these chips, but there is no savings buying the from Amazon."
5,Variety pack of popchips r sooo good all flavors r delicious and r way healthier than regular greasy potato chips....popchips r half the fat and only 100 calories so a def must buy
5,I am in love with POP Chips! They are my go to low calorie snack! The largest 100 calorie pack out there!
5,These chips are very good. Wish we could purchase them in our area. Great chance to try them in this offer.
5,"These are better than any low calorie chips I've ever had, and I prefer them to normal chips. They are wonderful. Oprah even loves them.  I would buy this box again, and probably will, because I LOVE that these are 100 calorie packs. The barbeque and salt and vinegar ones are AWESOME."
4,They were not bad tasting...........they served the purpose that I wantned with a sandwich nice and crunchy
5,These chips are delicious and each bag only has 100 calories.  They are not fried but just baked and come in 6 different flavors.  For anyone who is dieting but loves potato chips these are great.
5,These are the best chips ever and what a great swap for all the fat and calories of regular chips.  Not to mention that they come in single servings so when you eat the WHOLE bag it's ok!!!  Great product and I would highly recommend it anyone.
5,I originally found these at a Target out of my home town. I fell in love with them as part of my Weight Watcher's plan. They are a good snack alternative when I crave something salty. I could not find them where I live so I purchased them from the Pop Chips web site which took me through Amazon. Yummy!
5,"This is one of the best new products I have ever tried in a long time.....These are delicious chips, they taste like chips, ( not styrofoam) and are all natural !<br />The Barbeque are outstanding, as are the plain, sour creme and onion, salt and pepper. I don't love the Cheddar or the Salt and vinegar, they are a bit strong.<br /><br />If you are on weight watchers each bag is 2 points, and are a great find to cover the crunchy/salty crave, If you are not on weight watchers, you will still enjoy them. My husband loves them, my co-workers love them, kids love them. They can not believe their Mom is allowing them to eat a bag of chips a day!<br /><br />Overall an excellent product !"
5,These taste wonderful!  Guilt free if you can stop at one bag.  Will definitly buy again!
5,"Love, love, love these crunchy little treats.  They remind me of ""Munchos"" but without the greasy tounge afterwards.  I don't usually like flavored snacks, but these are all great, not overwhelming and no gross aftertaste.  I subscribe to them so I will never run out:)"
5,What's to say - Pop Chips are great!!!  Kudos to the PoP Chip makers.
5,"I really liked these chips.<br /><br />They came recommended from my friend and I really like them. The variety pack is great to try all of the flavors - although there were some I wasn't so fond of.<br /><br />The cheddar, bbq, and salt/pepper chips are great. The traditional ones are get this.... traditional. No excitement there.<br /><br />The chips are great - my brother still asks if I have any around the house but I haven't yet purchased them again.<br /><br />Hint: the have the texture of the snack Munchos."
5,I love these chips so much... and I can't get over how delicious each variety is!! The price here is AWESOME too!
5,"I picked up a few bags of these at my local HEB and couldnt help but consume half of a bag in a day. The entire stock didnt last even a week for me.<br /><br />Many chips say they have a bold flavor but they never deliver. These, however, do. I tried the Garlic Parmessan chips and the first things I thought was how strong and delicious the parmessan was.. shortly followed by a garlic flavor. Combined with a sharp crunch, I cannot have enough of these chips. I'm almost afraid to buy a 24 pack because I know they won't last a month.<br /><br />It also helps that these things are pretty healthy for you. I mean, they are a potato crisp so you can't be entirely guilt-free... but I don't knock myself for going to town. I just avoid the potato chip aisle these are on when I need to lay low on the snack foods ;)"
5,These chips are incredible! Enough can't be said about them. They are better than potato chips and without the guilt of fat and calories!
5,I love these chips! They always make a great healthy snack when I'm stuck at work with just the vending machine for sustenance.
5,"Love these pop-chips! The variety bag was a great deal, especially with the $5 off.  Tasty, low fat- just what I needed as a healthy alternative for a great price. I highly recommend these!"
5,"I love Popchips!! They taste great and they do not have all of the fat that regular chips contain.  I was introduced to the wonderful world of Popchips several months ago and I have not looked at regular chips the same.  I do not consume copious amounts of potato chips, however, I do occasionally pack my kids lunch with the salty tubers. My family enjoys the Popchips so much, that I purchased a variety pack of 24 (0.8oz bags) from Amazon.  They taste very good and the texture is wonderful, although I will admit they are a bit salty.  I really enjoy the salt and pepper flavor the best, with the salt and vinegar coming in a close second.  Make sure you have a large glass of water as you are consuming these popped treats, because as I stated before they are quite salty. I highly recommend these for individuals who eat potato chips and want a somewhat more healthy alternative."
5,Love All THE FLAVORS!!!!! JUST THE RIGHT SIZE PACKAGE AND TASTE GREAT!!!!! GIVE THEM A TRY YOU WILL LOVE THEM ALSO!!!!!
5,"I discovered Pop Chips a year or so ago, and my whole family LOVES them!  We are partial to crunchy, salty snacks (like potato chips) but hardly ever get them because of the calorie overload.  These are a perfect substitute!  Great to tide you over between meals, or with a sandwich, or a movie-watching snack.  The small size bags are perfect for NOT getting too carried away, too!"
4,"I love popchips, The bag now has only 100 calories. and it bit smaller but If you are craving pop chips without the fat and still taste great. These are for you. A bit pricey but worth it."
5,"I heard of these through my weight watchers magazine. They a had a $5 coupon code so I figured ""what the heck!"". WOW -- pop chips are amazing - every flavor is AWESOME! I particularly liked the salt & pepper. If you want crunch and flavor - these are for you!!"
1,"I don't know why everyone loves these chips. They are healthy but taste disgusting. Only the original flavor tasted good, so getting the variety pack was a very bad idea. I would not buy this again and would rather go with baked chips than these. Pirate's Booty makes popped chips that are way better."
3,"I am interested in these but was wondering if someone that has them could post some nutrition info on them? Mainly, fat, fiber, sugars, and then any vitamins? Thanks so much!!"
5,"I shared these with my two older sons, then ordered more. These are great to put in the glove compartment for after work."
3,"I decided to try these based on the reviews - they are pretty good - especially for a more healthy option, but not sure I'll get them again."
2,"Despite the plethora of positive product reviews for these snacks, I see no reason to buy them again. Read those positive reviews and compare the content in some of them to the guidelines of a non-profit consumer organization for reviews. They contain a lot of ""Wow!"" with little specifics that would have been included by a true believer. Weigh the others as you will, but the proof is still in the pudding.<br /><br />The texture is their best asset (if you like that sort of texture); that's about it for me. They appear to be an extruded potato product (many of those out there) with various seasonings that do not impress me, either. The most basic of them puts 160mg of sodium into the TINY .8oz package. If you were a deer, you might eat them for that alone. The fat is reduced, that much is true. But...<br /><br />Unless you are ready to trade fat for sodium, it's no deal. But wait... baked kettle chips, in a 1oz serving, up the fat to... 3G, the same as the .8 of the basic flavor. You got .2OZ free on that one. The baked kettles possess 135mg sodium, vs. 160. These chips give you 1G fiber in .8 vs. 2 in 1oz of baked kettles. This product loses again.<br /><br />The only place you might 'gain' is in carbs 21 for the kettle chips, 15 for these, but remember... you have .2oz extra in the kettle's nutrition info... just about a wash.<br /><br />And then, topping it all - the cost... $0.92 an oz vs $0.44 for baked kettles in subscription. Wow. These wonderful snacks cost $14.72 per pound, packed as they are. The prices will fluctuate... but think about the things you can buy for that money instead. These are microscopic bags (that does not help the environment, either - portion control aside) with product largely deriving its kick from sodium and cheap spices.<br /><br />The most positive thing I can say is the product is packed very well. Lots of air in the bags to protect the chips, and they will mostly arrive intact in their tiny portions in tiny bags. You won't have many crumbs in the bottoms of these little bags, so that is a good thing.<br /><br />But... bottom line... expensive junk ""health food"". ""Wow!""."
1,Two words: potato flakes. Not sure what the buzz about these is. Try one bag before you buy a case. Can't be returned.
5,in my book. You can eat one serving with ease and not feel any remorse. Just wish That there were more BBQ and Cheese flavored selections. The Black pepper is the BESTEST yet.
2,OK...but would never buy them again my husband ate some...<br /><br /> I thought they tasted a lot like the chips they used to call MUNCHO'S!<br /><br /> Just not for me!
2,"I've heard about these chips for a while now and thought they would be a good alternative to regular chips. I couldn't eat them though, they just don't taste good to me personally. My grandmother loved them though and I gave the rest to her."
5,they taste awesome! esp the salt n pepper one! I love them and they are really healthy! the packaging is really good..
5,"These popchips are a great alternative when you need a munchie, crunchie snack. They are much lower in calories/fat than regular chips and are portioned controlled. I especially like the barbeque flavor or the salt and pepper flavored popchips."
5,"We love Popchips, but they're hard to find at our local grocery stores. I was very excited to find this variety pack, which has 6 flavors (some of which we'd never tried before) in single-serve packages right around 100 calories a piece. Our favorites were the original, sea salt & vinegar, and sour cream & onion... but all of the flavors were good. These were perfect for snacks, but they also made for easy lunches. We'll definitely order again!"
5,"Popchips are an excellent snack. I really like all of the varieties. I use Amazon's subscription plan and save some $$  -  I get 1 24-pack box per month, shipped automatically. Life is grand!"
5,"Popchips are phenomenal!  Unfortunately, just not readily available at a retailer near you.  Ordering online is the next best, especially with Amazon Prime service! My dad loved his boxes of Popchips.  I'm happy, as his daughter, to find a healthier snack that he can enjoy and receive right at his doorstep."
5,"I am enjoying the recent purchase of PopChips, so far I have enjoyed all the flavor choices.  The individual serving bags make it easy for me to have just the right portion serving with my meals or if I have a craving for a snack.  Thanks for the product. Jean Roth"
5,"I'm really glad Amazon carries these, they are so much better for you than regular chips and actually taste good too.  We haven't found a flavor we didn't like yet.  I'll probably use the Amazon subscribe feature to get another $3 off as we will go through these fairly regularly.  Awesome chips!"
5,these are the best chips I have every tasted They are Healthy for4 you & have Great flavor  I will buy often I eat 1 bag a day with my Lunch  Yummy !!!
4,This chips are perfect for a snack without having greasy fingers leftover.  All the flavors are great with my favorite being the vinegar and sea salt.
5,Great Chips - No after taste...<br />Seem to be much better for me.<br />Need to buy the big bags now.
2,"I decided to give these a try since one of my good friends and her son raved about how good they were...Bad idea!  I almost ordered two since they were such a good price, I am so glad I didn't!  We don't care of these AT ALL!  The concept is nice, chips that are crunchy and better for you than most, BUT they taste funny!  They have a funny aftertaste and are not that enjoyable.  We have been slowly (and I mean very slowly) making our way through the 24 the box brought (we still have 19 left and we received them over two weeks ago) so they are not so horrible that you can't eat them, its just like forcing us to eat them so we don't have to throw them all away!  If you haven't had them before, I suggest trying them before committing to 24 bags of various yucky flavors!"
3,"Not anything to rave about. They were okay. I think if I truly had a craving for chips I would just buy and eat ""regular"" ones. Won't buy again."
5,"Amazing concept... not fried, not even baked... Popped like Popcorn... !!!!<br />This is another product for my Weight Watchers regima. Each bag is only 2 points.. I love this snack for mid morning in between breakfast and lunch. They taste really good.. my favorite are the Bar-b-que, Salt & Vinegar, and the Sour Cream.. they are all good though."
3,"Although they are mildly healthier, they don't taste as good as Baked Lays.<br /><br />Also, having a huge box of chips around isn't necessarily healthy because I ended up eating them more often.<br /><br />They are worth a try, but they just seem a bit overpriced (even with subscription savings) and over-hyped."
3,"They're okay, but not the most amazing thing ever.<br /><br />~ The Good ~<br />Good flavor, no too strong or weak.<br />Crunchy, but not too dry.<br />Plenty of chips in each bag. Not just filled with air.<br />Not greasy, so makes a good on-the-go snack.<br />All natural, using no artificial flavors or colors.<br /><br />~ The Bad ~<br />Sill plenty of fat per bag (3.5 grams per bag of the sour cream flavor) so don't get them expecting them to be low fat.<br />Tastes like a low-fat chip, but with all the fat of regular chips.<br /><br />~ Conclusion ~<br />I'm 50/50 on if I'll order them again. I have a finicky stomach, and so I'm fine with things that taste low-fat and healthy, since those are mostly what I eat. But these have all the fat and calories of chips that are fried and even more than those that are baked, so I'm undecided on if I want more chips that have a healthy taste with all the fat. The all natural ingredients are what make this chip different, and what might bring me back for more. It's definitely one of those snacks you have to try for yourself, and see if you like them or not."
2,"I love shrimp chips and I love healthier alternatives as well so I thought these would be a match made in heaven. Not so much. The flavors were too strong most of the time (I am a huge fan of pepper but even I had a hard time enjoying the salt & pepper flavor and the salt and vinegar made me shudder with each bite because of how strong the vinegar flavor is -- and this is from someone who currently lives in the UK and enjoys all types of vinegar crisps here) and too bleh in others. The only flavors that my husband and I both liked were the bbq and sour cream and onion and we didn't enjoy them enough to want to buy these again.<br /><br />I wish these were as good as all the hoopla regarding them said but we still have 15 bags of these in our cabinet four months later uneaten so needless to say, I will be giving these away and avoiding them from now on."
3,I expected from the extremely positive reviews on the site for full flavor healty chips. In reality I get an OKAY taste with a strange aftertaste on basically all of the flavors. Chedder and Salt&Pepper honestly being some of the worst tasting chips I've ever had. If you're just looking for a great tasting brand of chips with health as a #2 on the list there are much much better brands out there. In the end I compare these chips to diet soda vs regular; Some won't tell the difference while some will immediately sense it and hate it.
5,"I ordered these chips because they got so many good reviews and I'm so glad I did.<br />All of the flavors are tasty and satisfying. At 100 calories a bag, they are a great snack. They quell that hunger for crunchy, salty, goodness without killing my diet. Yes, they are a bit pricier than a big bag of regular chips, but it stops me from eating just a couple more and 1 bag is really enough to keep me happy. I've got a new favorite chip."
5,"If you are trying to eat healthy (like me), but love junk food (like me), these are the chips for you.  I have given up potato chips and french fries in my quest to eat guilt free, but a sandwich just needs something on the side. These chips add a great crunch as a side to a sandwich, and are a great snack for only 100 calories. They have no preservatives, no artificial flavors or colors, no cholesterol, 0 grams saturated fat, o grams trans fat, and are gluten free. Ingredients are potato flakes, potato starch, safflower oil and/or sunflower oil, rice flour, sea salt. They would be great to pack in a school lunch or for an after school snack. I ordered them on the subscription plan, a case a month, but might have to add an extra shipment. Everyone I have given a pack to loved them too and came back for more."
3,Popchips are good and great for diet snack. But on Amazon the price is nearly double the cost of Costco. An 18 pack is only $7.89 at Costco.
3,"So for a ""healthier"" snack it sure is salty. But then the salt is a way for them to make the chips taste better without additional calories. Each bag is 100 calories with 10% sodium intake for the day.<br /><br />The chips are not bad, i just wouldn't get them again because most of the flavoring comes from the salt."
3,"I really wanted to like these. All the reviews made it seem supernal, and, well as advertised, it's not fried nor baked.<br /><br />However, even though it is advertised as being ""healthy"" but still with plenty of flavor, that flavor just means each chip is loaded with salt. I only looked at the nutrition facts after I felt they were too salty, and I discover that a 100cal bag contains 10% dv of sodium.<br /><br />I'm not a health nut, nor am I trying to diet. These were my first food purchase from amazon, and I bought them because they were at the top of the search list and seemed to be a best seller. However, I just couldn't get into these chips.<br /><br />I realize that the flavour of the chips is up to each individuals' tastebuds, and so I will say that these are perfect for those who enjoy chips with strong flavor. I personally enjoy chips where I can taste some potato as well."
5,I HAPPENED UPON THIS ITEM IN MY LOCAL DELI AND BEING CURIOS I DECIDED TO TRY.  THEY WERE FABULOUS BETTER THAN THE REGULAR CHIPS BY FAR.  I GIVES YOU SATISFACTION OF CRUNCH AND FLAVOR IN A POTATOE CHIP.  GREAT GREAT FIND.
4,"I first got the variety pack to try all the different flavors, then I picked 2 and ordered them on Subscribe and Save (1 each on alternate months).  It's much cheaper than the vending machine at work and they only have chips that are bad for you.  These chips are crisp, delicious, and taste salty, mmmmmmm good! Each bag has 230 mg. of sodium. They only have 100 calories in a bag, and the amount of chips in the bag is ample for one serving, unlike other 100 calorie snacks where you get 7 almonds, or 5 crackers....  Now I can have chips every day at work for lunch, no guilt!  The Salt and Pepper variety is absolutely delicious.  The plain is great for dipping, and the barbecue is full of flavor.  The salt and vinegar is very sour, if you like that type, and the cheddar and sour cream and onion varieties are good, just not my favorites.  A very good deal on Subscribe and Save, chips delivered to your door, individually bagged and ready to take for lunch.  Convenient!  Nothing bad to say about PopChips!"
5,The chips are good with fast service but I ordered a case(24) of Popchips 6-flavor Variety Pack and received 24 bags all Barbecue flavored.
2,"I love Amazon and I love the reviews from people, I've been introduced to alot of great products b/c of the reviews, but this time? Total, complete LET DOWN! Popchips having 4.5 stars is just down right perplexing!?! The should not get more than a 3, but generally 1-2. I sorta want to give it a 1, but the packaging is very pretty and aesthetically pleasing so I through in the extra point.<br /><br />I ordered these thinking that'd they'd be maybe a slightly better version of Baked Lays. Man was I wrong... I've tried most of the Baked Lays flavors, my go-to's at first were 1.) original baked lays and 2.) sour cream baked lays (since those are my favorite regular lays). But then  I discovered BBQ Baked Lays. And seriously, those are FANTASTICALLY great. BBQ Baked Lays are packed with SO much flavor.<br /><br />These Popchips taste like slightly burnt airpocket chips. Literally they do. Because they aren't as good as Baked Lays I can definitely see eating much less of them (which could be a benefit), but I say just use portion control-- and zip lock bag a bunch of Baked Lays.<br /><br />I'm trying to think of ways to go into more detail, but there's really not much more I can say.<br /><br />****SUMMARY****<br /><br />How do Popchips taste? Like slightly burnt air chips. (it's sort of a weird taste, takes ALOT of getting used to)<br /><br />Would I suggest buying them? No. If you're eager to try them, I say buy a bag from your local grocery store. A week or so after I ordered these on here I saw them at m local Krogers, so they're definitely expanding.<br /><br />Nutrition Information: 1 bag (.8 oz/ 23g) = 100 calories, Total Fat = 3g (5%), Sodium = 210 mg (9%), Total Carbohydrate = 16g (5%), Dietary Fiber = 1 g (4%), Sugar = 2g, Protein 1 g, Vitamin A , Vitamin C, Calcium, and Iron = 2 %.<br /><br />If you buy a big bag of BBQ Popchips and big bag of BBQ Baked Lays, here are the nutrition information side-by-side:<br /><br />**POP CHIPS:**<br />Serving Size: 1oz/28g/about 19 chips, Calories= 120, Total Fat = 4.5g (6%), Sodium 280mg (11%), Total Carbohydrate 20g (6%),<br />Dietary Fiber 1g (4%), Sugars 2g, Protein 1g<br /><br />**BAKED LAYS:**<br />Serving Size= 1oz/28g/about 19 chips, Calories = 120, Total Fat 3g (5%),  Sodium 210mg (9%), Potassium 230mg, Total Carbohydrate 22g (7%), Dietary Fiber 2g 8%, Sugars 3g, Protein 2g, Vitamin C 4%, Calcium 2%<br /><br />So these two are very close, but Baked Lays wins because it virtually has not sodium, since potassium 230mg offsets the Sodium 210mg, leaving 20g of Potassium. Plus there's more Fiber and more Vitamin C. And most importantly they taste better.<br /><br />I for one have to be careful about my sodium intake so the fact that Baked Lays has potassium in it is a huge benefit.<br /><br />At the end of the day make a decision for yourself, but I'd strongly advise you to purchase a bag from the store first. Maybe even compare your favorite flavor in both Baked Lays and Popchips... I can almost guarantee you that Baked Lays will win hands down.<br /><br />(Hopefully Amazon starts selling well-priced variety single-serve bags of Baked Lays soon. For now I found one from a seller, but the price seems a little high (but there are 40 bags instead of 20): <a href=""http://www.amazon.com/gp/product/B003TVDHIO"">Smart Mix Variety Pack, 30-Count: 7-Baked Lay's Classic, 6-Baked Cheetos, 6-Baked Ruffles, 6-Baked Doritos Nachos Cheese & 5-Rold Gold Tiny Twists (Pack of 2)</a> )"
3,"I have not ordered yet, my question is, from the description, it is 24 bags at 0.8 ounces. How does this equal 192 ounces in total weight?"
3,"I first tried the BBQ flavor at a restaurant, which was good. Then, I was carried away with the 1/2 fat part, which made me pay without realizing my mistake!<br /><br />The ""Salt & Pepper"" is OK! ONLY OK, after trying another one, I changed my mind!<br /><br />The ""BBQ"" is good, but not that good!<br /><br />The rest is pure trash! I did not like them, what-so-ever nor my other 4 friends!<br /><br />The price is wayyyyyy high, and not worth it for a small single serving, as others such as Utz is WAYYYY better and cheaper!<br /><br />3 starts is too much for this over-marketed, less of flavor, and over-priced snack!<br /><br />AVOID!<br /><br />2 stars off: bad flavors<br /><br />1 star off: PRICY AS SH**!, and not worth it!"
5,"I've tried using a toaster/microwave/confection oven/stove to make these things myself, but I wasn't able to. I even tried barbecuing but was unable to get the chips to ""pop"". I verified my methods with a local grocery store clerk named Mat (his name has one ""T"", which seemed a little strange to me), but to no avail.<br /><br />I contacted customer support asking for instructions but they acted aloof and confused about their own product! I don't know why they couldn't just mail, or at least email me some popping instructions.<br /><br />Luckily I think even raw/unpopped they taste pretty good. People look at them funny at first, but after they try a few they basically devour the whole bag, completely unpopped..."
3,"The flavors are kind of funky salt and pepper? Tastes like someone just pored a jar of black pepper over the chips and the salt and vinegar, thee two varieties just make one go yummm EWWWWWW tossed out those verities but the others were very good. Less chip and more like a cracker with a chip flavor. Still a good item but I wouldn't suggest the variety pack unless you living dangerous and have lots of water to gag them down with."
4,"The 'Sun Chips' are an OK substitute for the usual potato, corn, whatever chip cooked in oil and over salted.  They are not nearly as un-palatable as I thought they would be.  Have added them to my 'heart healthy' diet regime.  All are good except for the 'multi-grain' style, which has the texture of a sheet of plywood."
1,I bought those chips after reading good reviews but I was very disappointed with the taste. It was nothing like what I expected (granted that I expected good old kettle cooked potato chips). I bought the 6-flavor variety pack and there were many flavors I did not care for. It was worth trying them but I am not going to purchase them again in the future.
1,"Pop Chips are basically a horribly over-priced version of ""Munchos"" which are baked potato chips and have been around forever. Period."
1,"I bought these chips thinking that they are ""all natural"" per their description of ""No preservatives, no artificial flavors or colors.""  When I received them I checked the ingredients, and they contain ""yeast extract,"" which is synonymous with MSG (yeast extract contains processed free glutamic acid).  I will never purchase this product again."
2,the best flavor in this box is the salt and pepper and the bbq flavor.  all the other flavor was just so-so
1,"I was at a charity fund raising event where they were handing these out. They seemed pretty tasty, so I bought a couple bags at Target. The ones I bought (Barbeque and Salt and Vinegar) were AWFUL! I ended up throwing away most of them, neither I nor anyone else who tried them could choke them down. The ones they were handing out as samples were clearly very different from what they are selling. Don't waste your money."
1,"These chips taste average and they are insanely expensive compare to the big bags of chips from safeway or costco, for $2, you can get a big bag with 10 times the amount of chips compare to these 0.8oz bag chips, so for $5 in safeway, you can get $30 worth of popchips, these bags are so tiny, it's like serve size for fat people trying to lose weigh or something, for me, i never gain weigh, i rather go buy big bag of chips, these are expensive ripoff chips, will never buy again.<br />Maybe i think the price is high because i bought it from amazon.com, maybe elsewhere is cheaper, but chips as junk food, shouldn't be that expensive compare to local stores."
3,"I'm not as crazed about these as everyone else, but for a low-calorie snack, they're fine.  They certainly don't do much to curb the appetite though. I'm typically just as hungry after finishing as before - not like with Protein Chips (also available through Amazon)."
3,"The texture is like rice crackers, which I personally don't like. Taste isn't too bad, but every single bags are too salty, even the original flavor. I'd give four stars if they make low sodium chips. The salt.. is one of your worst enemies. I bet it does more harms to your body than MSG's."
2,"These chips are too salty!!!<br />I like the crunch, size of the bags, and variety.<br />But i cannot finish the case due to how salty these chips are."
4,"The cheddar tastes a little weird, but that could be personal preference. The salt and vinegar is very strong, but tastes okay other than that.  Salt and pepper is yum!  Barbeque is good too.  Plain is plain.  If you're a die hard potato chip lover and don't care about calories, don't bother with these.  However, if you want your salty snacks and don't want all the calories, these work.  I'd buy them again."
5,"I have been on weight watcher's for about 13 months.  I have lost 60 pounds.  The most important part to being on weight watchers is too find food items that let you feel like your not giving anything up.  Popchips do that for me.  They are only 2 points plus on weight watcher's.  They go great with every meal (salad,soup,sandwich,etc). I can not live without them.  So i say BUY BUY BUY AND BUY"
4,Love these!  I'm not a fan of potato chips but these taste fresh and not at all greasy.  A little like Pringles but much tastier.
5,"I am so happy to have discovered these chips. I hate stealing a phrase from another product, but they melt in your mouth. I have ordered and tried all flavors without disappointment.Just getting ready to place another order for these 100 calorie per bag, air popped chips. Do try them people!"
3,"This seemed like the perfect way to limit my addiction to potato chips. Small, single serving bags.  I really like the plain, unflavored Popchips, but the rest of the flavors had an aftertaste.  I plan to set up Subscribe & Save for just the plain."
5,"Love the chips, nice 100 +/- calorie snack, reminds me of Munchos, but less greasy, flavors are good (salt & vinegar least favorite). And they've started shipping APO--thank you and my family thanks you (so they don't have to get the package and reship!) Made my day."
4,"I won't get into all of the specifics of these chips as they are listed here on Amazon. However, I will talk about the product overall. It is very well packaged, the PopChips bags aren't flimsy or too loud. You don't have to worry much about these getting smashed while they're in a bag with heavier items. They hold their own. When trying new foods, snacks, flavors, I tend to purchase a variety pack so that I can sample everything. Let me tell you, these chips are packed with flavor but, it's not, in my opinion, too heavy or saturated. My favorites are the Barbecue Potato and Cheddar Potato by far. Very realistic, savory flavors. Then, there a couple that are not my favorite but, tasty with time. The Sea Salt and Pepper Potato and the Sea Salt and Vinegar Potato are a bit strong at first and, if you don't like those flavors, I would say you wouldn't like those chips but, they certainly accomplish the taste of those ingredients. Original Potato and Sour Cream and Onion Potato are also tasty but, nothing to necessarily rave about, for me at least. I would not call this a ""diet"" chip but, a healthy alternative to over processed chips. I saw a few complaints about the PopChips being ""too salty"" or ""high in sodium"". The chips can come across salty to a person who doesn't consume much salt but, per bag, these PopChips contain about as much sodium as a cup of plain yogurt. Overall, great buy. You just have to decide if the price tag is okay for you, and for me, it is."
5,"Wow, these are remarkably tasty chips.  I discovered them through Weight Watchers and like the fact that they are low in calories and fat.<br />But they are high in flavor and umami.<br />I am now a big fan!"
5,"These are great because they're only 100 calories per pack and are just as good, if not better, than other chips out there.<br /><br />The ""Original"" style taste exactly like Munchos, but don't come with the high calorie count.  The other flavors (Sour Cream & Onion, Salt & Vinegar, Salt & Pepper, Cheddar, and BBQ) are all delicious, as well."
4,"We liked these.  Quite good, even if they're 'healthy' @ 100 calories & 3 whole fat grams a bag. My favorites are the plain, the others are very strong flavored, very zippy!"
5,"I had seen these advertised on the Hungry Girl website but was not big on buying an expensive potato chip.  I was given a free bag at some event & found them to be tasty.  The single serve bags in the grocery store were $1 for a 0.8 oz bag.  Buy them from here and they are $21 for 24 1 oz bags. (Same amount of Weight Watchers points.) If you get two cases, shipping is free! Get them now before the states force the sales tax thing through!<br /><br />All of the flavors are really good.  I even liked the BBQ which I normally do not like in a chip. The cheddar have a good cheese taste and the salt'n'pepper have a kick. They do not leave a funny aftertaste or strange mouth coating like some of the other lower fat/calorie chips."
5,"Love these chips.  They are perfectly seasoned and of course have no grease at all.  There is also not the cardboard taste of a baked chipped.  The popped texture of the potatoes is nice and light. They are only 100 calories a bag, but there are lots of chips in the bag so it's a great snack.  The ingredient list is also pretty wholesome without any strange chemicals added.  Fav flavor is probably salt and pepper or bbq."
5,"I love chips and can easily go through an entire bag in one sitting. With Popchips single serve pouches, I can now feel good about snacking as each bag is only 100 calories. The single serve pouches also help in portion control. The larger bags are a slightly better value, but unless you have astounding self control, I would recommend the single serving option. They are that good! They easily stand up to any of the traditional fried chips I've ever had, and at half the fat and calories, how could you ask for anything more?<br /><br />The variety pack comes in 6 flavors: Original, Sour Cream and Onion, Salt and Pepper, Cheddar, Salt and Vinegar, and BBQ. My favorite flavors are Salt and Pepper and Cheddar. My least favorite is Salt and Vinegar, but I don't like ANY salt and vinegar flavored chip. My only wish is that this variety pack contained the Parmesan Garlic flavor which is VERY good, but extremely hard to find in local stores. I have ordered the Parmesan Garlic flavor in a 24 pack here on Amazon, but prefer the assortment that comes in the variety pack.<br /><br />At ~$17 after the subscribe and save discount, each bag costs only 70 cents. This is a bargain for these great tasting, healthy chips and I highly recommend you try them!"
